"Provincia","Comune","Cognome","Nome","Lista","Voti"
"LIVORNO","CAPOLIVERI","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",629
"LIVORNO","CAPOLIVERI","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",42
"LIVORNO","CAPOLIVERI","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",39
"LIVORNO","CAPOLIVERI","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",5
"LIVORNO","CAPOLIVERI","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",2
"LIVORNO","CAPOLIVERI","GIANI","EUGENIO","PARTITO DEMOCRATICO",141
"LIVORNO","CAPOLIVERI","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",97
"LIVORNO","CAPOLIVERI","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",56
"LIVORNO","CAPOLIVERI","GIANI","EUGENIO","MOVIMENTO 5 STELLE",41
"LIVORNO","CAPOLIVERI","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",27
"LIVORNO","CAPRAIA ISOLA","GIANI","EUGENIO","PARTITO DEMOCRATICO",45
"LIVORNO","CAPRAIA ISOLA","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",11
"LIVORNO","CAPRAIA ISOLA","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",6
"LIVORNO","CAPRAIA ISOLA","GIANI","EUGENIO","MOVIMENTO 5 STELLE",3
"LIVORNO","CAPRAIA ISOLA","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",55
"LIVORNO","CAPRAIA ISOLA","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",4
"LIVORNO","CAPRAIA ISOLA","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",3
"LIVORNO","CAPRAIA ISOLA","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",0
"LIVORNO","CAPRAIA ISOLA","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",0
"LIVORNO","CAPRAIA ISOLA","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",4
"LIVORNO","CASTAGNETO CARDUCCI","GIANI","EUGENIO","PARTITO DEMOCRATICO",935
"LIVORNO","CASTAGNETO CARDUCCI","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",207
"LIVORNO","CASTAGNETO CARDUCCI","GIANI","EUGENIO","MOVIMENTO 5 STELLE",121
"LIVORNO","CASTAGNETO CARDUCCI","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",115
"LIVORNO","CASTAGNETO CARDUCCI","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",867
"LIVORNO","CASTAGNETO CARDUCCI","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",152
"LIVORNO","CASTAGNETO CARDUCCI","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",120
"LIVORNO","CASTAGNETO CARDUCCI","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",98
"LIVORNO","CASTAGNETO CARDUCCI","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",28
"LIVORNO","CASTAGNETO CARDUCCI","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",89
"LIVORNO","CECINA","GIANI","EUGENIO","PARTITO DEMOCRATICO",2138
"LIVORNO","CECINA","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",1184
"LIVORNO","CECINA","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",1009
"LIVORNO","CECINA","GIANI","EUGENIO","MOVIMENTO 5 STELLE",394
"LIVORNO","CECINA","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",2203
"LIVORNO","CECINA","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",737
"LIVORNO","CECINA","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",663
"LIVORNO","CECINA","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",80
"LIVORNO","CECINA","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",70
"LIVORNO","CECINA","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",259
"LIVORNO","COLLESALVETTI","GIANI","EUGENIO","PARTITO DEMOCRATICO",1775
"LIVORNO","COLLESALVETTI","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",550
"LIVORNO","COLLESALVETTI","GIANI","EUGENIO","MOVIMENTO 5 STELLE",429
"LIVORNO","COLLESALVETTI","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",423
"LIVORNO","COLLESALVETTI","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",1301
"LIVORNO","COLLESALVETTI","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",301
"LIVORNO","COLLESALVETTI","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",142
"LIVORNO","COLLESALVETTI","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",64
"LIVORNO","COLLESALVETTI","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",50
"LIVORNO","COLLESALVETTI","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",340
"LIVORNO","LIVORNO","GIANI","EUGENIO","PARTITO DEMOCRATICO",17379
"LIVORNO","LIVORNO","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",5835
"LIVORNO","LIVORNO","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",4843
"LIVORNO","LIVORNO","GIANI","EUGENIO","MOVIMENTO 5 STELLE",3764
"LIVORNO","LIVORNO","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",11566
"LIVORNO","LIVORNO","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",1796
"LIVORNO","LIVORNO","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",1383
"LIVORNO","LIVORNO","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",497
"LIVORNO","LIVORNO","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",429
"LIVORNO","LIVORNO","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",3740
"LIVORNO","MARCIANA","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",297
"LIVORNO","MARCIANA","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",24
"LIVORNO","MARCIANA","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",13
"LIVORNO","MARCIANA","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",5
"LIVORNO","MARCIANA","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",1
"LIVORNO","MARCIANA","GIANI","EUGENIO","PARTITO DEMOCRATICO",123
"LIVORNO","MARCIANA","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",73
"LIVORNO","MARCIANA","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",37
"LIVORNO","MARCIANA","GIANI","EUGENIO","MOVIMENTO 5 STELLE",21
"LIVORNO","MARCIANA","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",20
"LIVORNO","MARCIANA MARINA","GIANI","EUGENIO","PARTITO DEMOCRATICO",153
"LIVORNO","MARCIANA MARINA","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",112
"LIVORNO","MARCIANA MARINA","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",23
"LIVORNO","MARCIANA MARINA","GIANI","EUGENIO","MOVIMENTO 5 STELLE",15
"LIVORNO","MARCIANA MARINA","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",260
"LIVORNO","MARCIANA MARINA","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",18
"LIVORNO","MARCIANA MARINA","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",14
"LIVORNO","MARCIANA MARINA","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",5
"LIVORNO","MARCIANA MARINA","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",2
"LIVORNO","MARCIANA MARINA","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",30
"LIVORNO","PIOMBINO","GIANI","EUGENIO","PARTITO DEMOCRATICO",3127
"LIVORNO","PIOMBINO","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",876
"LIVORNO","PIOMBINO","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",659
"LIVORNO","PIOMBINO","GIANI","EUGENIO","MOVIMENTO 5 STELLE",618
"LIVORNO","PIOMBINO","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",2701
"LIVORNO","PIOMBINO","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",561
"LIVORNO","PIOMBINO","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",478
"LIVORNO","PIOMBINO","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",158
"LIVORNO","PIOMBINO","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",108
"LIVORNO","PIOMBINO","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",1145
"LIVORNO","PORTO AZZURRO","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",604
"LIVORNO","PORTO AZZURRO","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",33
"LIVORNO","PORTO AZZURRO","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",30
"LIVORNO","PORTO AZZURRO","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",7
"LIVORNO","PORTO AZZURRO","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",4
"LIVORNO","PORTO AZZURRO","GIANI","EUGENIO","PARTITO DEMOCRATICO",194
"LIVORNO","PORTO AZZURRO","GIANI","EUGENIO","MOVIMENTO 5 STELLE",50
"LIVORNO","PORTO AZZURRO","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",44
"LIVORNO","PORTO AZZURRO","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",35
"LIVORNO","PORTO AZZURRO","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",39
"LIVORNO","PORTOFERRAIO","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",1416
"LIVORNO","PORTOFERRAIO","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",153
"LIVORNO","PORTOFERRAIO","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",79
"LIVORNO","PORTOFERRAIO","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",15
"LIVORNO","PORTOFERRAIO","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",13
"LIVORNO","PORTOFERRAIO","GIANI","EUGENIO","PARTITO DEMOCRATICO",721
"LIVORNO","PORTOFERRAIO","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",174
"LIVORNO","PORTOFERRAIO","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",161
"LIVORNO","PORTOFERRAIO","GIANI","EUGENIO","MOVIMENTO 5 STELLE",149
"LIVORNO","PORTOFERRAIO","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",291
"LIVORNO","RIO","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",430
"LIVORNO","RIO","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",33
"LIVORNO","RIO","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",28
"LIVORNO","RIO","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",11
"LIVORNO","RIO","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",5
"LIVORNO","RIO","GIANI","EUGENIO","PARTITO DEMOCRATICO",318
"LIVORNO","RIO","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",72
"LIVORNO","RIO","GIANI","EUGENIO","MOVIMENTO 5 STELLE",47
"LIVORNO","RIO","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",37
"LIVORNO","RIO","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",45
"LIVORNO","ROSIGNANO MARITTIMO","GIANI","EUGENIO","PARTITO DEMOCRATICO",3675
"LIVORNO","ROSIGNANO MARITTIMO","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",1031
"LIVORNO","ROSIGNANO MARITTIMO","GIANI","EUGENIO","MOVIMENTO 5 STELLE",652
"LIVORNO","ROSIGNANO MARITTIMO","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",539
"LIVORNO","ROSIGNANO MARITTIMO","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",2339
"LIVORNO","ROSIGNANO MARITTIMO","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",422
"LIVORNO","ROSIGNANO MARITTIMO","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",328
"LIVORNO","ROSIGNANO MARITTIMO","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",92
"LIVORNO","ROSIGNANO MARITTIMO","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",82
"LIVORNO","ROSIGNANO MARITTIMO","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",553
"LIVORNO","SAN VINCENZO","GIANI","EUGENIO","PARTITO DEMOCRATICO",726
"LIVORNO","SAN VINCENZO","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",150
"LIVORNO","SAN VINCENZO","GIANI","EUGENIO","MOVIMENTO 5 STELLE",145
"LIVORNO","SAN VINCENZO","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",120
"LIVORNO","SAN VINCENZO","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",539
"LIVORNO","SAN VINCENZO","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",138
"LIVORNO","SAN VINCENZO","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",87
"LIVORNO","SAN VINCENZO","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",79
"LIVORNO","SAN VINCENZO","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",29
"LIVORNO","SAN VINCENZO","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",142
"LIVORNO","SASSETTA","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",40
"LIVORNO","SASSETTA","GIANI","EUGENIO","PARTITO DEMOCRATICO",37
"LIVORNO","SASSETTA","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",13
"LIVORNO","SASSETTA","GIANI","EUGENIO","MOVIMENTO 5 STELLE",9
"LIVORNO","SASSETTA","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",23
"LIVORNO","SASSETTA","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",7
"LIVORNO","SASSETTA","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",6
"LIVORNO","SASSETTA","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",2
"LIVORNO","SASSETTA","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",1
"LIVORNO","SASSETTA","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",10
"LIVORNO","SUVERETO","GIANI","EUGENIO","PARTITO DEMOCRATICO",385
"LIVORNO","SUVERETO","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",70
"LIVORNO","SUVERETO","GIANI","EUGENIO","MOVIMENTO 5 STELLE",67
"LIVORNO","SUVERETO","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",45
"LIVORNO","SUVERETO","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",233
"LIVORNO","SUVERETO","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",54
"LIVORNO","SUVERETO","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",23
"LIVORNO","SUVERETO","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",14
"LIVORNO","SUVERETO","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",8
"LIVORNO","SUVERETO","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",100
"LUCCA","ALTOPASCIO","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",1451
"LUCCA","ALTOPASCIO","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",546
"LUCCA","ALTOPASCIO","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",346
"LUCCA","ALTOPASCIO","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",58
"LUCCA","ALTOPASCIO","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",33
"LUCCA","ALTOPASCIO","GIANI","EUGENIO","PARTITO DEMOCRATICO",1123
"LUCCA","ALTOPASCIO","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",278
"LUCCA","ALTOPASCIO","GIANI","EUGENIO","MOVIMENTO 5 STELLE",189
"LUCCA","ALTOPASCIO","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",155
"LUCCA","ALTOPASCIO","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",117
"LUCCA","BAGNI DI LUCCA","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",466
"LUCCA","BAGNI DI LUCCA","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",317
"LUCCA","BAGNI DI LUCCA","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",123
"LUCCA","BAGNI DI LUCCA","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",26
"LUCCA","BAGNI DI LUCCA","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",11
"LUCCA","BAGNI DI LUCCA","GIANI","EUGENIO","PARTITO DEMOCRATICO",594
"LUCCA","BAGNI DI LUCCA","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",160
"LUCCA","BAGNI DI LUCCA","GIANI","EUGENIO","MOVIMENTO 5 STELLE",45
"LUCCA","BAGNI DI LUCCA","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",32
"LUCCA","BAGNI DI LUCCA","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",62
"LUCCA","BARGA","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",1547
"LUCCA","BARGA","GIANI","EUGENIO","PARTITO DEMOCRATICO",691
"LUCCA","BARGA","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",110
"LUCCA","BARGA","GIANI","EUGENIO","MOVIMENTO 5 STELLE",87
"LUCCA","BARGA","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",1131
"LUCCA","BARGA","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",136
"LUCCA","BARGA","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",129
"LUCCA","BARGA","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",29
"LUCCA","BARGA","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",27
"LUCCA","BARGA","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",117
"LUCCA","BORGO A MOZZANO","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",789
"LUCCA","BORGO A MOZZANO","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",177
"LUCCA","BORGO A MOZZANO","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",142
"LUCCA","BORGO A MOZZANO","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",31
"LUCCA","BORGO A MOZZANO","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",25
"LUCCA","BORGO A MOZZANO","GIANI","EUGENIO","PARTITO DEMOCRATICO",741
"LUCCA","BORGO A MOZZANO","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",169
"LUCCA","BORGO A MOZZANO","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",78
"LUCCA","BORGO A MOZZANO","GIANI","EUGENIO","MOVIMENTO 5 STELLE",66
"LUCCA","BORGO A MOZZANO","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",134
"LUCCA","CAMAIORE","GIANI","EUGENIO","PARTITO DEMOCRATICO",4271
"LUCCA","CAMAIORE","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",504
"LUCCA","CAMAIORE","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",441
"LUCCA","CAMAIORE","GIANI","EUGENIO","MOVIMENTO 5 STELLE",251
"LUCCA","CAMAIORE","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",3027
"LUCCA","CAMAIORE","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",1073
"LUCCA","CAMAIORE","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",581
"LUCCA","CAMAIORE","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",218
"LUCCA","CAMAIORE","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",87
"LUCCA","CAMAIORE","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",330
"LUCCA","CAMPORGIANO","GIANI","EUGENIO","PARTITO DEMOCRATICO",529
"LUCCA","CAMPORGIANO","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",73
"LUCCA","CAMPORGIANO","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",9
"LUCCA","CAMPORGIANO","GIANI","EUGENIO","MOVIMENTO 5 STELLE",2
"LUCCA","CAMPORGIANO","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",261
"LUCCA","CAMPORGIANO","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",33
"LUCCA","CAMPORGIANO","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",26
"LUCCA","CAMPORGIANO","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",4
"LUCCA","CAMPORGIANO","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",4
"LUCCA","CAMPORGIANO","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",21
"LUCCA","CAPANNORI","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",4591
"LUCCA","CAPANNORI","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",1211
"LUCCA","CAPANNORI","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",896
"LUCCA","CAPANNORI","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",463
"LUCCA","CAPANNORI","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",114
"LUCCA","CAPANNORI","GIANI","EUGENIO","PARTITO DEMOCRATICO",3457
"LUCCA","CAPANNORI","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",1331
"LUCCA","CAPANNORI","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",1020
"LUCCA","CAPANNORI","GIANI","EUGENIO","MOVIMENTO 5 STELLE",541
"LUCCA","CAPANNORI","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",715
"LUCCA","CAREGGINE","GIANI","EUGENIO","PARTITO DEMOCRATICO",209
"LUCCA","CAREGGINE","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",7
"LUCCA","CAREGGINE","GIANI","EUGENIO","MOVIMENTO 5 STELLE",3
"LUCCA","CAREGGINE","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",0
"LUCCA","CAREGGINE","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",63
"LUCCA","CAREGGINE","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",6
"LUCCA","CAREGGINE","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",4
"LUCCA","CAREGGINE","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",2
"LUCCA","CAREGGINE","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",0
"LUCCA","CAREGGINE","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",5
"LUCCA","CASTELNUOVO DI GARFAGNANA","GIANI","EUGENIO","PARTITO DEMOCRATICO",1254
"LUCCA","CASTELNUOVO DI GARFAGNANA","GIANI","EUGENIO","EUGENIO GIANI PRESIDENTE CASA RIFORMISTA",188
"LUCCA","CASTELNUOVO DI GARFAGNANA","GIANI","EUGENIO","ALLEANZA VERDI E SINISTRA",64
"LUCCA","CASTELNUOVO DI GARFAGNANA","GIANI","EUGENIO","MOVIMENTO 5 STELLE",43
"LUCCA","CASTELNUOVO DI GARFAGNANA","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",716
"LUCCA","CASTELNUOVO DI GARFAGNANA","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",78
"LUCCA","CASTELNUOVO DI GARFAGNANA","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",59
"LUCCA","CASTELNUOVO DI GARFAGNANA","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",34
"LUCCA","CASTELNUOVO DI GARFAGNANA","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",9
"LUCCA","CASTELNUOVO DI GARFAGNANA","MORO BUNDU","ANTONELLA","TOSCANA ROSSA",55
"LUCCA","CASTIGLIONE DI GARFAGNANA","TOMASI","ALESSANDRO","FRATELLI D'ITALIA",386
"LUCCA","CASTIGLIONE DI GARFAGNANA","TOMASI","ALESSANDRO","FORZA ITALIA-UDC-TOMASI PRESIDENTE",88
"LUCCA","CASTIGLIONE DI GARFAGNANA","TOMASI","ALESSANDRO","LEGA TOSCANA PER SALVINI PREMIER",19
"LUCCA","CASTIGLIONE DI GARFAGNANA","TOMASI","ALESSANDRO","E' ORA! LISTA CIVICA TOMASI PRESIDENTE",5
"LUCCA","CASTIGLIONE DI GARFAGNANA","TOMASI","ALESSANDRO","NOI MODERATI CIVICI PER TOMASI",4
