FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE_AGGR,Aggregato,BRKDW_INDUSTRY_NACE_REV2,Branca di attività economica (ATECO 2007),TYPE_EMPLOYMENT,Tipologia di occupazione,EMPLOYMENT_STATUS,Posizione nella professione,ADJUSTMENT,Correzione,EDITION,Edizione,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregato (NOTE_DATA_TYPE_AGGR),NOTE_BRKDW_INDUSTRY_NACE_REV2,Branca di attività economica (ATECO 2007) (NOTE_BRKDW_INDUSTRY_NACE_REV2),NOTE_TYPE_EMPLOYMENT,Tipologia di occupazione (NOTE_TYPE_EMPLOYMENT),NOTE_EMPLOYMENT_STATUS,Posizione nella professione (NOTE_EMPLOYMENT_STATUS),NOTE_ADJUSTMENT,Correzione (NOTE_ADJUSTMENT),NOTE_EDITION,Edizione (NOTE_EDITION),BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,IT,Italia,PS,Occupati (migliaia),F,Costruzioni,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2019,1514.1,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),F,Costruzioni,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2020,1539,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),F,Costruzioni,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2021,1623.1,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),F,Costruzioni,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2022,1732.4,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),F,Costruzioni,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2023,1773.8,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),F,Costruzioni,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2024,1840.2,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),F,Costruzioni,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2025,1897.8,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),G,'Commercio all"'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli',TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2014,3644.8,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),G,'Commercio all"'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli',TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2015,3651.3,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),G,'Commercio all"'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli',TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2016,3721.4,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),G,'Commercio all"'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli',TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2017,3759.7,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),G,'Commercio all"'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli',TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2018,3752.2,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),G,'Commercio all"'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli',TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2019,3789.2,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),G,'Commercio all"'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli',TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2020,3649.3,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),G,'Commercio all"'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli',TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2021,3643.4,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),G,'Commercio all"'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli',TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2022,3658,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),G,'Commercio all"'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli',TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2023,3731.3,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),G,'Commercio all"'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli',TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2024,3783.9,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),G,'Commercio all"'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli',TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2025,3817.4,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),H,Trasporti e magazzinaggio,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2014,1087.9,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),H,Trasporti e magazzinaggio,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2015,1101.1,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),H,Trasporti e magazzinaggio,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2016,1122.5,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),H,Trasporti e magazzinaggio,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2017,1149.4,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),H,Trasporti e magazzinaggio,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2018,1159.9,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),H,Trasporti e magazzinaggio,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2019,1166.8,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),H,Trasporti e magazzinaggio,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2020,1146.3,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),H,Trasporti e magazzinaggio,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2021,1164.5,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),H,Trasporti e magazzinaggio,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2022,1173.1,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),H,Trasporti e magazzinaggio,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2023,1200.2,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),H,Trasporti e magazzinaggio,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2024,1215.6,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),H,Trasporti e magazzinaggio,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2025,1228.8,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),I,Servizi di alloggio e di ristorazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2014,1454.4,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),I,Servizi di alloggio e di ristorazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2015,1507.9,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),I,Servizi di alloggio e di ristorazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2016,1570.7,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),I,Servizi di alloggio e di ristorazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2017,1691.3,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),I,Servizi di alloggio e di ristorazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2018,1738.4,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),I,Servizi di alloggio e di ristorazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2019,1762.9,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),I,Servizi di alloggio e di ristorazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2020,1558.2,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),I,Servizi di alloggio e di ristorazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2021,1559.4,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),I,Servizi di alloggio e di ristorazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2022,1694.2,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),I,Servizi di alloggio e di ristorazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2023,1814,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),I,Servizi di alloggio e di ristorazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2024,1895,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),I,Servizi di alloggio e di ristorazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2025,1921.8,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),J,Servizi di informazione e comunicazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2014,583.4,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),J,Servizi di informazione e comunicazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2015,590,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),J,Servizi di informazione e comunicazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2016,605.8,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),J,Servizi di informazione e comunicazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2017,612.9,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),J,Servizi di informazione e comunicazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2018,622.1,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),J,Servizi di informazione e comunicazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2019,631.8,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),J,Servizi di informazione e comunicazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2020,635,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),J,Servizi di informazione e comunicazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2021,643.3,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),J,Servizi di informazione e comunicazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2022,654.1,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),J,Servizi di informazione e comunicazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2023,683.3,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),J,Servizi di informazione e comunicazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2024,686.3,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),J,Servizi di informazione e comunicazione,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2025,682.9,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),K,Attività finanziarie e assicurative,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2014,657.9,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),K,Attività finanziarie e assicurative,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2015,659.5,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),K,Attività finanziarie e assicurative,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2016,657.8,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),K,Attività finanziarie e assicurative,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2017,647.1,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),K,Attività finanziarie e assicurative,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2018,629.7,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),K,Attività finanziarie e assicurative,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2019,634,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),K,Attività finanziarie e assicurative,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2020,628.9,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),K,Attività finanziarie e assicurative,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2021,618.6,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),K,Attività finanziarie e assicurative,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2022,623.3,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),K,Attività finanziarie e assicurative,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2023,626,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),K,Attività finanziarie e assicurative,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2024,628.8,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),K,Attività finanziarie e assicurative,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2025,621.1,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),L,Attività immobiliari,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2014,179.3,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
A,Annuale,IT,Italia,PS,Occupati (migliaia),L,Attività immobiliari,TOT,Totale,9,Totale,N,Dati grezzi,2026M3,Mar-2026,2015,182.3,,,,,,,,,,,,,CORREZ__N_N1,Dati grezzi:sono al lordo delle fluttuazioni stagionali e degli effetti riconducibili alla diversa composizione di calendario del periodo di riferimento.,,,,,EURO,Euro,3,Migliaia
